web-scraper-order;web-scraper-start-url;Link;Link-href;Title;Date;
1685180542-1;https://www.wiwo.de/suche/?p19868864=550&sw=Bildung&search-period=&article=article;Städtetest 2012            In zweiter Reihe lebt sich’s besser;https://www.wiwo.de/politik/konjunktur/staedte-der-zweiten-reihe-holen-auf-wo-es-sich-in-deutschland-gut-leben-laesst/7461864.html;Städte der zweiten Reihe holen auf Wo es sich in Deutschland gut leben lässt;03.12.2012
1685180547-2;https://www.wiwo.de/suche/?p19868864=550&sw=Bildung&search-period=&article=article;Dübelhändler            Würth übernimmt Chemofast Anchoring;https://www.wiwo.de/unternehmen/industrie/duebelhaendler-wuerth-uebernimmt-chemofast-anchoring/7470550.html;Dübelhändler Würth übernimmt Chemofast Anchoring;03.12.2012
1685180551-3;https://www.wiwo.de/suche/?p19868864=550&sw=Bildung&search-period=&article=article;Einheitliche Standards fehlen            Beim Doktor fehlt es an Standards;https://www.wiwo.de/erfolg/hochschule/noteninflation-beim-doktor-fehlt-es-an-standards/7477016.html;Noteninflation Beim Doktor fehlt es an Standards;04.12.2012
1685180555-4;https://www.wiwo.de/suche/?p19868864=550&sw=Bildung&search-period=&article=article;Politische Debatte            Sag, wie hast du's mit dem Wachstum?;https://www.wiwo.de/politik/europa/politische-debatte-sag-wie-hast-dus-mit-dem-wachstum/7477046.html;Politische Debatte Sag, wie hast du's mit dem Wachstum?;05.12.2012
1685180559-5;https://www.wiwo.de/suche/?p19868864=550&sw=Bildung&search-period=&article=article;Gesetzentwurf            Asylbewerber sollen mehr Geld bekommen;https://www.wiwo.de/politik/deutschland/gesetzentwurf-asylbewerber-sollen-mehr-geld-bekommen-/7480156.html;Gesetzentwurf Asylbewerber sollen mehr Geld bekommen;05.12.2012
1685180562-6;https://www.wiwo.de/suche/?p19868864=550&sw=Bildung&search-period=&article=article;Eurozone            Wirtschaft rutscht im dritten Quartal in die Rezession;https://www.wiwo.de/politik/konjunktur/eurozone-wirtschaft-rutscht-im-dritten-quartal-in-die-rezession/7485832.html;Eurozone Wirtschaft rutscht im dritten Quartal in die Rezession;06.12.2012
1685180566-7;https://www.wiwo.de/suche/?p19868864=550&sw=Bildung&search-period=&article=article;Fachkräftemangel            Großbritannien soll von Deutschland lernen;https://www.wiwo.de/politik/ausland/fachkraeftemangel-grossbritannien-soll-von-deutschland-lernen/7494570.html;Fachkräftemangel Großbritannien soll von Deutschland lernen;07.12.2012
1685180570-8;https://www.wiwo.de/suche/?p19868864=550&sw=Bildung&search-period=&article=article;Verdienste um Europa            Litauische Präsidentin erhält Karlspreis 2013;https://www.wiwo.de/politik/ausland/verdienste-um-europa-litauische-praesidentin-erhaelt-karlspreis-2013/7496184.html;Verdienste um Europa Litauische Präsidentin erhält Karlspreis 2013;08.12.2012
1685180574-9;https://www.wiwo.de/suche/?p19868864=550&sw=Bildung&search-period=&article=article;SPD            Steinbrücks Teuerreform;https://www.wiwo.de/politik/deutschland/spd-steinbruecks-teuerreform-/7497972.html;SPD Steinbrücks Teuerreform;09.12.2012
1685180578-10;https://www.wiwo.de/suche/?p19868864=550&sw=Bildung&search-period=&article=article;Friedensnobelpreis            Mein Europa - zwölf Plädoyers für die Zukunft;https://www.wiwo.de/politik/ausland/friedensnobelpreis-mein-europa-zwoelf-plaedoyers-fuer-die-zukunft/7500352.html;Friedensnobelpreis Mein Europa - zwölf Plädoyers für die Zukunft;10.12.2012
1685180585-11;https://www.wiwo.de/suche/?p19868864=549&sw=Bildung&search-period=&article=article;Bildungsvergleich            Deutschland hält Niveau bei Schülertests;https://www.wiwo.de/politik/deutschland/bildungsvergleich-deutschland-haelt-niveau-bei-schuelertests/7505572.html;Bildungsvergleich Deutschland hält Niveau bei Schülertests;11.12.2012
1685180589-12;https://www.wiwo.de/suche/?p19868864=549&sw=Bildung&search-period=&article=article;IGLU-Studie            Deutschlands Kinder lesen so gut wie 2001;https://www.wiwo.de/erfolg/hochschule/iglu-studie-deutschlands-kinder-lesen-so-gut-wie-2001/7506214.html;IGLU-Studie Deutschlands Kinder lesen so gut wie 2001;11.12.2012
1685180607-13;https://www.wiwo.de/suche/?p19868864=549&sw=Bildung&search-period=&article=article;Medikamentenkonsum            Die ständige Angst zu scheitern;https://www.wiwo.de/erfolg/trends/medikamentenkonsum-die-staendige-angst-zu-scheitern/7508224.html;Medikamentenkonsum Die ständige Angst zu scheitern;12.12.2012
1685180612-14;https://www.wiwo.de/suche/?p19868864=549&sw=Bildung&search-period=&article=article;Bildungsfinanzbericht            Bildungsausgaben in Deutschland steigen an;https://www.wiwo.de/politik/deutschland/bildungsfinanzbericht-bildungsausgaben-in-deutschland-steigen-an/7510110.html;Bildungsfinanzbericht Bildungsausgaben in Deutschland steigen an;12.12.2012
1685180616-15;https://www.wiwo.de/suche/?p19868864=549&sw=Bildung&search-period=&article=article;200.000 Kräfte fehlen            Ausbildungspakt Pflege kommt;https://www.wiwo.de/politik/deutschland/200-000-kraefte-fehlen-der-ausbildungspakt-pflege-kommt/7515220.html;200.000 Kräfte fehlen Der Ausbildungspakt Pflege kommt;13.12.2012
1685180634-16;https://www.wiwo.de/suche/?p19868864=549&sw=Bildung&search-period=&article=article;Gesellschaftsstudie            Schrumpfende Mittelschicht;https://www.wiwo.de/erfolg/trends/gesellschaftsstudie-bertelsmann-stiftung-warnt-vor-schrumpfender-mittelschicht-/7516374.html;Gesellschaftsstudie Bertelsmann-Stiftung warnt vor schrumpfender Mittelschicht;13.12.2012
1685180638-17;https://www.wiwo.de/suche/?p19868864=549&sw=Bildung&search-period=&article=article;Bertelsmann-Studie            Deutsche Mittelschicht schrumpft weiter;https://www.wiwo.de/politik/deutschland/bertelsmann-studie-deutsche-mittelschicht-schrumpft-weiter/7516582.html;Bertelsmann-Studie Deutsche Mittelschicht schrumpft weiter;13.12.2012
1685180641-18;https://www.wiwo.de/suche/?p19868864=549&sw=Bildung&search-period=&article=article;Bundesrat stimmt zu            Das Betreuungsgeld kommt;https://www.wiwo.de/politik/deutschland/bundesrat-stimmt-zu-das-betreuungsgeld-kommt/7523942.html;Bundesrat stimmt zu Das Betreuungsgeld kommt;14.12.2012
1685180645-19;https://www.wiwo.de/suche/?p19868864=549&sw=Bildung&search-period=&article=article;Nach SPD-Parteitag            Merkel baut Vorsprung auf Steinbrück aus;https://www.wiwo.de/politik/deutschland/nach-spd-parteitag-merkel-baut-vorsprung-auf-steinbrueck-aus/7523930.html;Nach SPD-Parteitag Merkel baut Vorsprung auf Steinbrück aus;14.12.2012
1685180648-20;https://www.wiwo.de/suche/?p19868864=549&sw=Bildung&search-period=&article=article;Spotify-Flatrate             Die neue Macht der Mobilfunkprovider;https://www.wiwo.de/technologie/gadgets/spotify-flatrate-die-neue-macht-der-mobilfunkprovider/7524608.html;Spotify-Flatrate Die neue Macht der Mobilfunkprovider;15.12.2012
1685180652-21;https://www.wiwo.de/suche/?p19868864=549&sw=Bildung&search-period=&article=article;Sicherheitskreise            Verdächtiger nach Bombenfund von Bonn identifiziert;https://www.wiwo.de/politik/deutschland/sicherheitskreise-verdaechtiger-nach-bombenfund-von-bonn-identifiziert/7526764.html;Sicherheitskreise Verdächtiger nach Bombenfund von Bonn identifiziert;15.12.2012
1685180660-22;https://www.wiwo.de/suche/?p19868864=548&sw=Bildung&search-period=&article=article;Nachwuchssuche            Fachkräftemangel wird weniger dramatisch sein;https://www.wiwo.de/erfolg/nachwuchssuche-fachkraeftemangel-wird-weniger-dramatisch-sein/7530608.html;Nachwuchssuche Fachkräftemangel wird weniger dramatisch sein;17.12.2012
1685180664-23;https://www.wiwo.de/suche/?p19868864=548&sw=Bildung&search-period=&article=article;Syrien-Krieg            Vizepräsident glaubt nicht mehr an einen Sieg;https://www.wiwo.de/politik/ausland/syrien-krieg-vizepraesident-glaubt-nicht-mehr-an-einen-sieg/7532262.html;Syrien-Krieg Vizepräsident glaubt nicht mehr an einen Sieg;17.12.2012
1685180668-24;https://www.wiwo.de/suche/?p19868864=548&sw=Bildung&search-period=&article=article;Jeroen Dijsselbloem            Blitzkarriere für den Juncker-Nachfolger;https://www.wiwo.de/politik/ausland/jeroen-dijsselbloem-blitzkarriere-fuer-den-juncker-nachfolger/7533290.html;Jeroen Dijsselbloem Blitzkarriere für den Juncker-Nachfolger;17.12.2012
1685180671-25;https://www.wiwo.de/suche/?p19868864=548&sw=Bildung&search-period=&article=article;Jeroen Dijsselbloem             Juncker-Nachfolgeraus der zweiten Reihe;https://www.wiwo.de/politik/europa/jeroen-dijsselbloem-juncker-nachfolgeraus-der-zweiten-reihe/7533296.html;Jeroen Dijsselbloem  Juncker-Nachfolgeraus der zweiten Reihe;17.12.2012
1685180675-26;https://www.wiwo.de/suche/?p19868864=548&sw=Bildung&search-period=&article=article;Rotstift-Politik             Spanier protestieren gegen Sparpolitik;https://www.wiwo.de/politik/ausland/rotstift-politik-spanier-protestieren-gegen-sparpolitik/7540962.html;Rotstift-Politik  Spanier protestieren gegen Sparpolitik;19.12.2012
