web-scraper-order;web-scraper-start-url;Headline;Date;URL;URL-href;
1685289233-1;https://www.handelsblatt.com/suche/?p3616352=902&sw=Digitalisierung&search-ressort=-1&search-doctype=article&search-authorids=-1&search-fromdate=01.01.2013&search-todate=20.05.2023&search-sort=date;Shoppen im Vorbeifahren;07.09.2013;;https://www.handelsblatt.com/unternehmen/handel-konsumgueter/drive-in-supermaerkte-shoppen-im-vorbeifahren/8744314.html
1685289233-2;https://www.handelsblatt.com/suche/?p3616352=902&sw=Digitalisierung&search-ressort=-1&search-doctype=article&search-authorids=-1&search-fromdate=01.01.2013&search-todate=20.05.2023&search-sort=date;Bank of England half bei Verkauf von Nazi-Gold;31.07.2013;;https://www.handelsblatt.com/politik/international/dokumente-bank-of-england-half-bei-verkauf-von-nazi-gold-/8574258.html
1685289233-3;https://www.handelsblatt.com/suche/?p3616352=902&sw=Digitalisierung&search-ressort=-1&search-doctype=article&search-authorids=-1&search-fromdate=01.01.2013&search-todate=20.05.2023&search-sort=date;Wenn die Diamanten funkeln;04.03.2013;;https://www.handelsblatt.com/meinung/kolumnen/kolumne-off-screen-wenn-die-diamanten-funkeln/7872432.html
1685289233-4;https://www.handelsblatt.com/suche/?p3616352=902&sw=Digitalisierung&search-ressort=-1&search-doctype=article&search-authorids=-1&search-fromdate=01.01.2013&search-todate=20.05.2023&search-sort=date;Gewinne@Oase.com;02.03.2013;;https://www.handelsblatt.com/unternehmen/handel-konsumgueter/steuerdruecker-gewinneoase-com/7856776.html
1685289240-12;https://www.handelsblatt.com/suche/?p3616352=901&sw=Digitalisierung&search-ressort=-1&search-doctype=article&search-authorids=-1&search-fromdate=01.01.2013&search-todate=20.05.2023&search-sort=date;„Das Auto hat die Welt grundlegend verändert“;26.03.2014;;https://www.handelsblatt.com/technik/das-technologie-update/fuenf-fragen-an/daimler-vorstand-thomas-weber-das-auto-hat-die-welt-grundlegend-veraendert/9665630.html
1685289240-13;https://www.handelsblatt.com/suche/?p3616352=901&sw=Digitalisierung&search-ressort=-1&search-doctype=article&search-authorids=-1&search-fromdate=01.01.2013&search-todate=20.05.2023&search-sort=date;So funktioniert Personalführung im Digitalzeitalter;17.03.2014;;https://www.handelsblatt.com/unternehmen/management/chef-2-0-so-funktioniert-personalfuehrung-im-digitalzeitalter/9611140.html
1685289240-14;https://www.handelsblatt.com/suche/?p3616352=901&sw=Digitalisierung&search-ressort=-1&search-doctype=article&search-authorids=-1&search-fromdate=01.01.2013&search-todate=20.05.2023&search-sort=date;Schuften bis der Arzt kommt;25.02.2014;;https://www.handelsblatt.com/finanzen/steuern-recht/recht/arbeitsrecht-schuften-bis-der-arzt-kommt/9532874.html
1685289240-15;https://www.handelsblatt.com/suche/?p3616352=901&sw=Digitalisierung&search-ressort=-1&search-doctype=article&search-authorids=-1&search-fromdate=01.01.2013&search-todate=20.05.2023&search-sort=date;Neuer Chefredakteur für Handelsblatt Live;17.01.2014;;https://www.handelsblatt.com/unternehmen/it-medien/in-eigener-sache-neuer-chefredakteur-fuer-handelsblatt-live/9347780.html
1685289240-16;https://www.handelsblatt.com/suche/?p3616352=901&sw=Digitalisierung&search-ressort=-1&search-doctype=article&search-authorids=-1&search-fromdate=01.01.2013&search-todate=20.05.2023&search-sort=date;Der Möchtegern-Superminister;20.12.2013;;https://www.handelsblatt.com/politik/deutschland/alexander-dobrindt-der-moechtegern-superminister/9247884.html
1685289240-17;https://www.handelsblatt.com/suche/?p3616352=901&sw=Digitalisierung&search-ressort=-1&search-doctype=article&search-authorids=-1&search-fromdate=01.01.2013&search-todate=20.05.2023&search-sort=date;Wie Ärzte mit Patientendaten Kasse machen;10.11.2013;;https://www.handelsblatt.com/unternehmen/industrie/behandelt-und-verkauft-wie-aerzte-mit-patientendaten-kasse-machen/9049474.html
1685289240-18;https://www.handelsblatt.com/suche/?p3616352=901&sw=Digitalisierung&search-ressort=-1&search-doctype=article&search-authorids=-1&search-fromdate=01.01.2013&search-todate=20.05.2023&search-sort=date;Keine Chance für Blender;31.10.2013;;https://www.handelsblatt.com/karriere/trends-in-der-beratung-keine-chance-fuer-blender/8659418.html
1685289240-19;https://www.handelsblatt.com/suche/?p3616352=901&sw=Digitalisierung&search-ressort=-1&search-doctype=article&search-authorids=-1&search-fromdate=01.01.2013&search-todate=20.05.2023&search-sort=date;Trendscout in Asien;20.10.2013;;https://www.handelsblatt.com/unternehmen/management/wachstumsmaerkte-trendscout-in-asien/8954238.html
1685289240-20;https://www.handelsblatt.com/suche/?p3616352=901&sw=Digitalisierung&search-ressort=-1&search-doctype=article&search-authorids=-1&search-fromdate=01.01.2013&search-todate=20.05.2023&search-sort=date;Mit Technik zum hippen Klamottengeschäft;14.10.2013;;https://www.handelsblatt.com/unternehmen/handel-konsumgueter/digitales-marketing-mit-technik-zum-hippen-klamottengeschaeft/8929194.html
1685289240-21;https://www.handelsblatt.com/suche/?p3616352=901&sw=Digitalisierung&search-ressort=-1&search-doctype=article&search-authorids=-1&search-fromdate=01.01.2013&search-todate=20.05.2023&search-sort=date;Die nächste Revolution;09.10.2013;;https://www.handelsblatt.com/unternehmen/it-medien/buchbranche-wird-digital-die-naechste-revolution/8901704.html
1685289250-41;https://www.handelsblatt.com/suche/?p3616352=900&sw=Digitalisierung&search-ressort=-1&search-doctype=article&search-authorids=-1&search-fromdate=01.01.2013&search-todate=20.05.2023&search-sort=date;Wo Bauern den Autofirmen was vormachen;26.09.2014;;https://www.handelsblatt.com/technik/vernetzt/smart-farming-smart-factoring-und-co-wo-bauern-den-autofirmen-was-vormachen/10708266.html
1685289250-42;https://www.handelsblatt.com/suche/?p3616352=900&sw=Digitalisierung&search-ressort=-1&search-doctype=article&search-authorids=-1&search-fromdate=01.01.2013&search-todate=20.05.2023&search-sort=date;Sensoren zeigen Grad der Digitalisierung;25.09.2014;;https://www.handelsblatt.com/technik/vernetzt/5-punkte-strategie-fuers-business-sensoren-zeigen-grad-der-digitalisierung/10704212.html
